id,question,answer,image_source,category,response
36,Is there a person in the image?,yes,COCO_val2014_000000265719,adversarial,yes
37,Is there a car in the image?,no,COCO_val2014_000000265719,adversarial,no
38,Is there a spoon in the image?,yes,COCO_val2014_000000265719,adversarial,yes
39,Is there a cup in the image?,no,COCO_val2014_000000265719,adversarial,yes
40,Is there a fork in the image?,yes,COCO_val2014_000000265719,adversarial,yes
41,Is there a dining table in the image?,no,COCO_val2014_000000265719,adversarial,yes
42,Is there a tv in the image?,yes,COCO_val2014_000000461331,adversarial,no
43,Is there a person in the image?,no,COCO_val2014_000000461331,adversarial,no
44,Is there a toaster in the image?,yes,COCO_val2014_000000461331,adversarial,no
45,Is there a book in the image?,no,COCO_val2014_000000461331,adversarial,no
46,Is there a microwave in the image?,yes,COCO_val2014_000000461331,adversarial,no
47,Is there a bottle in the image?,no,COCO_val2014_000000461331,adversarial,no
48,Is there a backpack in the image?,yes,COCO_val2014_000000544456,adversarial,no
49,Is there a handbag in the image?,no,COCO_val2014_000000544456,adversarial,no
50,Is there a person in the image?,yes,COCO_val2014_000000544456,adversarial,yes
51,Is there a car in the image?,no,COCO_val2014_000000544456,adversarial,no
52,Is there a skis in the image?,yes,COCO_val2014_000000544456,adversarial,yes
53,Is there a snowboard in the image?,no,COCO_val2014_000000544456,adversarial,yes
54,Is there a bird in the image?,yes,COCO_val2014_000000017708,adversarial,yes
55,Is there a handbag in the image?,no,COCO_val2014_000000017708,adversarial,no
56,Is there a person in the image?,yes,COCO_val2014_000000017708,adversarial,no
57,Is there a car in the image?,no,COCO_val2014_000000017708,adversarial,no
58,Is there a boat in the image?,yes,COCO_val2014_000000017708,adversarial,yes
59,Is there a chair in the image?,no,COCO_val2014_000000017708,adversarial,no
60,Is there a person in the image?,yes,COCO_val2014_000000574692,adversarial,no
61,Is there a car in the image?,no,COCO_val2014_000000574692,adversarial,no
62,Is there an orange in the imange?,yes,COCO_val2014_000000574692,adversarial,yes
63,Is there a dining table in the image?,no,COCO_val2014_000000574692,adversarial,no
64,Is there a bottle in the image?,yes,COCO_val2014_000000574692,adversarial,no
65,Is there a cup in the image?,no,COCO_val2014_000000574692,adversarial,no
66,Is there a backpack in the image?,yes,COCO_val2014_000000353180,adversarial,yes
67,Is there a handbag in the image?,no,COCO_val2014_000000353180,adversarial,yes
68,Is there a person in the image?,yes,COCO_val2014_000000353180,adversarial,yes
69,Is there a car in the image?,no,COCO_val2014_000000353180,adversarial,yes
70,Is there a bus in the image?,yes,COCO_val2014_000000353180,adversarial,yes
71,Is there a traffic light in the image?,no,COCO_val2014_000000353180,adversarial,yes
72,Is there a person in the image?,yes,COCO_val2014_000000239444,adversarial,yes
73,Is there a car in the image?,no,COCO_val2014_000000239444,adversarial,no
74,Is there a dining table in the image?,yes,COCO_val2014_000000239444,adversarial,yes
75,Is there a cup in the image?,no,COCO_val2014_000000239444,adversarial,yes
76,Is there a chair in the image?,yes,COCO_val2014_000000239444,adversarial,yes
77,Is there a couch in the image?,no,COCO_val2014_000000239444,adversarial,yes
78,Is there a person in the image?,yes,COCO_val2014_000000569839,adversarial,no
79,Is there a car in the image?,no,COCO_val2014_000000569839,adversarial,no
80,Is there a sandwich in the image?,yes,COCO_val2014_000000569839,adversarial,yes
81,Is there a bowl in the image?,no,COCO_val2014_000000569839,adversarial,no
82,Is there a hot dog in the image?,yes,COCO_val2014_000000569839,adversarial,yes
83,Is there a handbag in the image?,no,COCO_val2014_000000569839,adversarial,yes
84,Is there a person in the image?,yes,COCO_val2014_000000219622,adversarial,yes
85,Is there a dining table in the image?,no,COCO_val2014_000000219622,adversarial,no
86,Is there a car in the image?,yes,COCO_val2014_000000219622,adversarial,no
87,Is there a truck in the image?,no,COCO_val2014_000000219622,adversarial,no
88,Is there a frisbee in the image?,yes,COCO_val2014_000000219622,adversarial,yes
89,Is there a dog in the image?,no,COCO_val2014_000000219622,adversarial,no
90,Is there a knife in the image?,yes,COCO_val2014_000000300368,adversarial,no
91,Is there a cup in the image?,no,COCO_val2014_000000300368,adversarial,yes
92,Is there a person in the image?,yes,COCO_val2014_000000300368,adversarial,no
93,Is there a car in the image?,no,COCO_val2014_000000300368,adversarial,no
94,Is there a cake in the image?,yes,COCO_val2014_000000300368,adversarial,yes
95,Is there a bottle in the image?,no,COCO_val2014_000000300368,adversarial,yes
96,Is there a person in the image?,yes,COCO_val2014_000000482476,adversarial,no
97,Is there a car in the image?,no,COCO_val2014_000000482476,adversarial,no
98,Is there a remote in the image?,yes,COCO_val2014_000000482476,adversarial,no
99,Is there a tv in the image?,no,COCO_val2014_000000482476,adversarial,no
100,Is there a handbag in the image?,yes,COCO_val2014_000000482476,adversarial,yes
101,Is there a backpack in the image?,no,COCO_val2014_000000482476,adversarial,no
102,Is there a baseball glove in the image?,yes,COCO_val2014_000000131115,adversarial,no
103,Is there a sports ball in the image?,no,COCO_val2014_000000131115,adversarial,no
104,Is there a person in the image?,yes,COCO_val2014_000000131115,adversarial,yes
105,Is there a car in the image?,no,COCO_val2014_000000131115,adversarial,no
106,Is there a baseball bat in the image?,yes,COCO_val2014_000000131115,adversarial,yes
107,Is there a bench in the image?,no,COCO_val2014_000000131115,adversarial,yes
108,Is there a sink in the image?,yes,COCO_val2014_000000157084,adversarial,yes
109,Is there a bottle in the image?,no,COCO_val2014_000000157084,adversarial,yes
110,Is there a bench in the image?,yes,COCO_val2014_000000157084,adversarial,yes
111,Is there a person in the image?,no,COCO_val2014_000000157084,adversarial,no
112,Is there a toilet in the image?,yes,COCO_val2014_000000157084,adversarial,yes
113,Is there a vase in the image?,no,COCO_val2014_000000157084,adversarial,yes
114,Is there a person in the image?,yes,COCO_val2014_000000381895,adversarial,yes
115,Is there a car in the image?,no,COCO_val2014_000000381895,adversarial,yes
116,Is there a teddy bear in the image?,yes,COCO_val2014_000000381895,adversarial,yes
117,Is there a bed in the image?,no,COCO_val2014_000000381895,adversarial,yes
118,Is there a bear in the image?,yes,COCO_val2014_000000381895,adversarial,yes
119,Is there a couch in the image?,no,COCO_val2014_000000381895,adversarial,yes
120,Is there a bowl in the image?,yes,COCO_val2014_000000336872,adversarial,yes
121,Is there a cup in the image?,no,COCO_val2014_000000336872,adversarial,yes
122,Is there a spoon in the image?,yes,COCO_val2014_000000336872,adversarial,no
123,Is there a bottle in the image?,no,COCO_val2014_000000336872,adversarial,yes
124,Is there a sandwich in the image?,yes,COCO_val2014_000000336872,adversarial,yes
125,Is there a fork in the image?,no,COCO_val2014_000000336872,adversarial,no
126,Is there a bed in the image?,yes,COCO_val2014_000000075591,adversarial,yes
127,Is there a person in the image?,no,COCO_val2014_000000075591,adversarial,no
128,Is there a cat in the image?,yes,COCO_val2014_000000075591,adversarial,yes
129,Is there a couch in the image?,no,COCO_val2014_000000075591,adversarial,no
130,Is there a book in the image?,yes,COCO_val2014_000000075591,adversarial,no
131,Is there a tv in the image?,no,COCO_val2014_000000075591,adversarial,no
132,Is there a tv in the image?,yes,COCO_val2014_000000516916,adversarial,no
133,Is there a person in the image?,no,COCO_val2014_000000516916,adversarial,no
134,Is there a mouse in the image?,yes,COCO_val2014_000000516916,adversarial,yes
135,Is there a book in the image?,no,COCO_val2014_000000516916,adversarial,no
136,Is there a laptop in the image?,yes,COCO_val2014_000000516916,adversarial,yes
137,Is there a bottle in the image?,no,COCO_val2014_000000516916,adversarial,no
138,Is there a sink in the image?,yes,COCO_val2014_000000542145,adversarial,yes
139,Is there a person in the image?,no,COCO_val2014_000000542145,adversarial,no
140,Is there a toothbrush in the image?,yes,COCO_val2014_000000542145,adversarial,yes
141,Is there a cup in the image?,no,COCO_val2014_000000542145,adversarial,yes
142,Is there a bottle in the image?,yes,COCO_val2014_000000542145,adversarial,yes
143,Is there a dining table in the image?,no,COCO_val2014_000000542145,adversarial,no
144,Is there a truck in the image?,yes,COCO_val2014_000000218224,adversarial,yes
145,Is there a person in the image?,no,COCO_val2014_000000218224,adversarial,no
146,Is there an airplane in the imange?,yes,COCO_val2014_000000218224,adversarial,yes
147,Is there a backpack in the image?,no,COCO_val2014_000000218224,adversarial,yes
148,Is there a car in the image?,yes,COCO_val2014_000000218224,adversarial,yes
149,Is there a bus in the image?,no,COCO_val2014_000000218224,adversarial,yes
150,Is there a backpack in the image?,yes,COCO_val2014_000000297078,adversarial,no
151,Is there a handbag in the image?,no,COCO_val2014_000000297078,adversarial,no
152,Is there a person in the image?,yes,COCO_val2014_000000297078,adversarial,yes
153,Is there a car in the image?,no,COCO_val2014_000000297078,adversarial,no
154,Is there a skis in the image?,yes,COCO_val2014_000000297078,adversarial,yes
155,Is there a snowboard in the image?,no,COCO_val2014_000000297078,adversarial,yes
156,Is there a tv in the image?,yes,COCO_val2014_000000033270,adversarial,yes
157,Is there a dining table in the image?,no,COCO_val2014_000000033270,adversarial,no
158,Is there a person in the image?,yes,COCO_val2014_000000033270,adversarial,yes
159,Is there a car in the image?,no,COCO_val2014_000000033270,adversarial,no
160,Is there a couch in the image?,yes,COCO_val2014_000000033270,adversarial,yes
161,Is there a chair in the image?,no,COCO_val2014_000000033270,adversarial,yes
162,Is there a truck in the image?,yes,COCO_val2014_000000140583,adversarial,no
163,Is there a car in the image?,no,COCO_val2014_000000140583,adversarial,no
164,Is there a person in the image?,yes,COCO_val2014_000000140583,adversarial,no
165,Is there a dining table in the image?,no,COCO_val2014_000000140583,adversarial,no
166,Is there a cow in the image?,yes,COCO_val2014_000000140583,adversarial,yes
167,Is there a bicycle in the image?,no,COCO_val2014_000000140583,adversarial,no
168,Is there a dog in the image?,yes,COCO_val2014_000000421455,adversarial,yes
169,Is there a frisbee in the image?,no,COCO_val2014_000000421455,adversarial,yes
170,Is there a truck in the image?,yes,COCO_val2014_000000421455,adversarial,yes
171,Is there a traffic light in the image?,no,COCO_val2014_000000421455,adversarial,no
172,Is there a person in the image?,yes,COCO_val2014_000000421455,adversarial,yes
173,Is there a dining table in the image?,no,COCO_val2014_000000421455,adversarial,no
174,Is there a sink in the image?,yes,COCO_val2014_000000288639,adversarial,yes
175,Is there a person in the image?,no,COCO_val2014_000000288639,adversarial,no
176,Is there a toothbrush in the image?,yes,COCO_val2014_000000288639,adversarial,no
177,Is there a cup in the image?,no,COCO_val2014_000000288639,adversarial,yes
178,Is there a bottle in the image?,yes,COCO_val2014_000000288639,adversarial,yes
179,Is there a dining table in the image?,no,COCO_val2014_000000288639,adversarial,no
180,Is there a person in the image?,yes,COCO_val2014_000000291936,adversarial,yes
181,Is there a car in the image?,no,COCO_val2014_000000291936,adversarial,yes
182,Is there a bicycle in the image?,yes,COCO_val2014_000000291936,adversarial,yes
183,Is there a motorcycle in the image?,no,COCO_val2014_000000291936,adversarial,yes
184,Is there an umbrella in the imange?,yes,COCO_val2014_000000291936,adversarial,yes
185,Is there a handbag in the image?,no,COCO_val2014_000000291936,adversarial,yes
186,Is there a person in the image?,yes,COCO_val2014_000000063953,adversarial,yes
187,Is there a car in the image?,no,COCO_val2014_000000063953,adversarial,no
188,Is there a bicycle in the image?,yes,COCO_val2014_000000063953,adversarial,no
189,Is there a motorcycle in the image?,no,COCO_val2014_000000063953,adversarial,no
190,Is there a skateboard in the image?,yes,COCO_val2014_000000063953,adversarial,yes
191,Is there a bench in the image?,no,COCO_val2014_000000063953,adversarial,yes
192,Is there a laptop in the image?,yes,COCO_val2014_000000526321,adversarial,yes
193,Is there a person in the image?,no,COCO_val2014_000000526321,adversarial,yes
194,Is there a remote in the image?,yes,COCO_val2014_000000526321,adversarial,yes
195,Is there a couch in the image?,no,COCO_val2014_000000526321,adversarial,yes
196,Is there a dining table in the image?,yes,COCO_val2014_000000526321,adversarial,yes
197,Is there a cup in the image?,no,COCO_val2014_000000526321,adversarial,yes
198,Is there a snowboard in the image?,yes,COCO_val2014_000000042190,adversarial,yes
199,Is there a skis in the image?,no,COCO_val2014_000000042190,adversarial,yes
200,Is there a person in the image?,yes,COCO_val2014_000000042190,adversarial,yes
201,Is there a car in the image?,no,COCO_val2014_000000042190,adversarial,no
202,Is there a surfboard in the image?,yes,COCO_val2014_000000042190,adversarial,yes
203,Is there an umbrella in the imange?,no,COCO_val2014_000000042190,adversarial,no
204,Is there a bird in the image?,yes,COCO_val2014_000000553165,adversarial,yes
205,Is there a handbag in the image?,no,COCO_val2014_000000553165,adversarial,no
206,Is there a person in the image?,yes,COCO_val2014_000000553165,adversarial,no
207,Is there a car in the image?,no,COCO_val2014_000000553165,adversarial,no
208,Is there a boat in the image?,yes,COCO_val2014_000000553165,adversarial,yes
209,Is there a chair in the image?,no,COCO_val2014_000000553165,adversarial,no
210,Is there a dog in the image?,yes,COCO_val2014_000000170517,adversarial,yes
211,Is there a truck in the image?,no,COCO_val2014_000000170517,adversarial,no
212,Is there a person in the image?,yes,COCO_val2014_000000170517,adversarial,yes
213,Is there a dining table in the image?,no,COCO_val2014_000000170517,adversarial,no
214,Is there a car in the image?,yes,COCO_val2014_000000170517,adversarial,no
215,Is there a bus in the image?,no,COCO_val2014_000000170517,adversarial,no
216,Is there a person in the image?,yes,COCO_val2014_000000498759,adversarial,yes
217,Is there a dining table in the image?,no,COCO_val2014_000000498759,adversarial,no
218,Is there a skateboard in the image?,yes,COCO_val2014_000000498759,adversarial,yes
219,Is there a bicycle in the image?,no,COCO_val2014_000000498759,adversarial,yes
220,Is there a car in the image?,yes,COCO_val2014_000000498759,adversarial,yes
221,Is there a truck in the image?,no,COCO_val2014_000000498759,adversarial,no
222,Is there a person in the image?,yes,COCO_val2014_000000360600,adversarial,yes
223,Is there a car in the image?,no,COCO_val2014_000000360600,adversarial,no
224,Is there a fork in the image?,yes,COCO_val2014_000000360600,adversarial,yes
225,Is there a dining table in the image?,no,COCO_val2014_000000360600,adversarial,no
226,Is there a knife in the image?,yes,COCO_val2014_000000360600,adversarial,yes
227,Is there a spoon in the image?,no,COCO_val2014_000000360600,adversarial,yes
228,Is there a tv in the image?,yes,COCO_val2014_000000031773,adversarial,no
229,Is there a chair in the image?,no,COCO_val2014_000000031773,adversarial,yes
230,Is there a person in the image?,yes,COCO_val2014_000000031773,adversarial,yes
231,Is there a car in the image?,no,COCO_val2014_000000031773,adversarial,no
232,Is there a mouse in the image?,yes,COCO_val2014_000000031773,adversarial,yes
233,Is there a cell phone in the image?,no,COCO_val2014_000000031773,adversarial,yes
234,Is there a tv in the image?,yes,COCO_val2014_000000500257,adversarial,yes
235,Is there a dining table in the image?,no,COCO_val2014_000000500257,adversarial,no
236,Is there a backpack in the image?,yes,COCO_val2014_000000500257,adversarial,yes
237,Is there a handbag in the image?,no,COCO_val2014_000000500257,adversarial,yes
238,Is there a person in the image?,yes,COCO_val2014_000000500257,adversarial,yes
239,Is there a car in the image?,no,COCO_val2014_000000500257,adversarial,no
240,Is there a car in the image?,yes,COCO_val2014_000000574057,adversarial,no
241,Is there a person in the image?,no,COCO_val2014_000000574057,adversarial,no
242,Is there a train in the image?,yes,COCO_val2014_000000574057,adversarial,yes
243,Is there a truck in the image?,no,COCO_val2014_000000574057,adversarial,no
244,Is there a bed in the image?,yes,COCO_val2014_000000574057,adversarial,yes
245,Is there a book in the image?,no,COCO_val2014_000000574057,adversarial,no
246,Is there a traffic light in the image?,yes,COCO_val2014_000000456178,adversarial,yes
247,Is there a bus in the image?,no,COCO_val2014_000000456178,adversarial,no
248,Is there a truck in the image?,yes,COCO_val2014_000000456178,adversarial,no
249,Is there a motorcycle in the image?,no,COCO_val2014_000000456178,adversarial,yes
250,Is there a clock in the image?,yes,COCO_val2014_000000456178,adversarial,yes
251,Is there a chair in the image?,no,COCO_val2014_000000456178,adversarial,no
252,Is there a person in the image?,yes,COCO_val2014_000000565941,adversarial,yes
253,Is there a car in the image?,no,COCO_val2014_000000565941,adversarial,no
254,Is there a bottle in the image?,yes,COCO_val2014_000000565941,adversarial,yes
255,Is there a spoon in the image?,no,COCO_val2014_000000565941,adversarial,yes
256,Is there a dining table in the image?,yes,COCO_val2014_000000565941,adversarial,yes
257,Is there a laptop in the image?,no,COCO_val2014_000000565941,adversarial,yes
258,Is there a car in the image?,yes,COCO_val2014_000000485564,adversarial,no
259,Is there a truck in the image?,no,COCO_val2014_000000485564,adversarial,no
260,Is there a person in the image?,yes,COCO_val2014_000000485564,adversarial,no
261,Is there a dining table in the image?,no,COCO_val2014_000000485564,adversarial,no
262,Is there a sports ball in the image?,yes,COCO_val2014_000000485564,adversarial,yes
263,Is there a tennis racket in the image?,no,COCO_val2014_000000485564,adversarial,no
264,Is there a truck in the image?,yes,COCO_val2014_000000454642,adversarial,no
265,Is there a traffic light in the image?,no,COCO_val2014_000000454642,adversarial,no
266,Is there a person in the image?,yes,COCO_val2014_000000454642,adversarial,yes
267,Is there a dining table in the image?,no,COCO_val2014_000000454642,adversarial,no
268,Is there a motorcycle in the image?,yes,COCO_val2014_000000454642,adversarial,yes
269,Is there a bicycle in the image?,no,COCO_val2014_000000454642,adversarial,yes
270,Is there a backpack in the image?,yes,COCO_val2014_000000205729,adversarial,yes
271,Is there a handbag in the image?,no,COCO_val2014_000000205729,adversarial,no
272,Is there a person in the image?,yes,COCO_val2014_000000205729,adversarial,no
273,Is there a car in the image?,no,COCO_val2014_000000205729,adversarial,no
274,Is there a skis in the image?,yes,COCO_val2014_000000205729,adversarial,yes
275,Is there a snowboard in the image?,no,COCO_val2014_000000205729,adversarial,yes
276,Is there a couch in the image?,yes,COCO_val2014_000000424792,adversarial,yes
277,Is there a person in the image?,no,COCO_val2014_000000424792,adversarial,no
278,Is there a chair in the image?,yes,COCO_val2014_000000424792,adversarial,yes
279,Is there a dining table in the image?,no,COCO_val2014_000000424792,adversarial,yes
280,Is there a vase in the image?,yes,COCO_val2014_000000424792,adversarial,yes
281,Is there a potted plant in the image?,no,COCO_val2014_000000424792,adversarial,yes
282,Is there a person in the image?,yes,COCO_val2014_000000329717,adversarial,yes
283,Is there a car in the image?,no,COCO_val2014_000000329717,adversarial,yes
284,Is there a suitcase in the image?,yes,COCO_val2014_000000329717,adversarial,yes
285,Is there a backpack in the image?,no,COCO_val2014_000000329717,adversarial,yes
286,Is there a handbag in the image?,yes,COCO_val2014_000000329717,adversarial,yes
287,Is there a dining table in the image?,no,COCO_val2014_000000329717,adversarial,yes
288,Is there a chair in the image?,yes,COCO_val2014_000000012333,adversarial,no
289,Is there a dining table in the image?,no,COCO_val2014_000000012333,adversarial,no
290,Is there a person in the image?,yes,COCO_val2014_000000012333,adversarial,yes
291,Is there a car in the image?,no,COCO_val2014_000000012333,adversarial,no
292,Is there a horse in the image?,yes,COCO_val2014_000000012333,adversarial,yes
293,Is there a dog in the image?,no,COCO_val2014_000000012333,adversarial,no
294,Is there a banana in the image?,yes,COCO_val2014_000000480122,adversarial,no
295,Is there a person in the image?,no,COCO_val2014_000000480122,adversarial,no
296,Is there a spoon in the image?,yes,COCO_val2014_000000480122,adversarial,no
297,Is there a cup in the image?,no,COCO_val2014_000000480122,adversarial,yes
298,Is there a bowl in the image?,yes,COCO_val2014_000000480122,adversarial,yes
299,Is there a sandwich in the image?,no,COCO_val2014_000000480122,adversarial,no
300,Is there a vase in the image?,yes,COCO_val2014_000000515904,adversarial,yes
301,Is there a dining table in the image?,no,COCO_val2014_000000515904,adversarial,no
302,Is there a sink in the image?,yes,COCO_val2014_000000515904,adversarial,yes
303,Is there a bottle in the image?,no,COCO_val2014_000000515904,adversarial,yes
304,Is there a potted plant in the image?,yes,COCO_val2014_000000515904,adversarial,yes
305,Is there a person in the image?,no,COCO_val2014_000000515904,adversarial,no
306,Is there a baseball glove in the image?,yes,COCO_val2014_000000437347,adversarial,yes
307,Is there a baseball bat in the image?,no,COCO_val2014_000000437347,adversarial,yes
308,Is there a person in the image?,yes,COCO_val2014_000000437347,adversarial,yes
309,Is there a car in the image?,no,COCO_val2014_000000437347,adversarial,no
310,Is there a sports ball in the image?,yes,COCO_val2014_000000437347,adversarial,yes
311,Is there a tennis racket in the image?,no,COCO_val2014_000000437347,adversarial,yes
312,Is there a person in the image?,yes,COCO_val2014_000000354229,adversarial,no
313,Is there a dining table in the image?,no,COCO_val2014_000000354229,adversarial,no
314,Is there a car in the image?,yes,COCO_val2014_000000354229,adversarial,no
315,Is there a truck in the image?,no,COCO_val2014_000000354229,adversarial,no
316,Is there a bus in the image?,yes,COCO_val2014_000000354229,adversarial,yes
317,Is there a traffic light in the image?,no,COCO_val2014_000000354229,adversarial,yes
318,Is there a person in the image?,yes,COCO_val2014_000000538236,adversarial,no
319,Is there a car in the image?,no,COCO_val2014_000000538236,adversarial,no
320,Is there a dining table in the image?,yes,COCO_val2014_000000538236,adversarial,yes
321,Is there a cup in the image?,no,COCO_val2014_000000538236,adversarial,yes
322,Is there a handbag in the image?,yes,COCO_val2014_000000538236,adversarial,no
323,Is there a backpack in the image?,no,COCO_val2014_000000538236,adversarial,no
324,Is there a person in the image?,yes,COCO_val2014_000000236865,adversarial,no
325,Is there a dining table in the image?,no,COCO_val2014_000000236865,adversarial,no
326,Is there an orange in the imange?,yes,COCO_val2014_000000236865,adversarial,yes
327,Is there a bowl in the image?,no,COCO_val2014_000000236865,adversarial,no
328,Is there a car in the image?,yes,COCO_val2014_000000236865,adversarial,no
329,Is there a truck in the image?,no,COCO_val2014_000000236865,adversarial,no
330,Is there a person in the image?,yes,COCO_val2014_000000217397,adversarial,yes
331,Is there a car in the image?,no,COCO_val2014_000000217397,adversarial,no
332,Is there a wine glass in the image?,yes,COCO_val2014_000000217397,adversarial,yes
333,Is there a cup in the image?,no,COCO_val2014_000000217397,adversarial,yes
334,Is there a bottle in the image?,yes,COCO_val2014_000000217397,adversarial,yes
335,Is there a spoon in the image?,no,COCO_val2014_000000217397,adversarial,no
336,Is there a backpack in the image?,yes,COCO_val2014_000000060213,adversarial,yes
337,Is there a person in the image?,no,COCO_val2014_000000060213,adversarial,no
338,Is there a bed in the image?,yes,COCO_val2014_000000060213,adversarial,yes
339,Is there a dining table in the image?,no,COCO_val2014_000000060213,adversarial,yes
340,Is there a book in the image?,yes,COCO_val2014_000000060213,adversarial,yes
341,Is there a tv in the image?,no,COCO_val2014_000000060213,adversarial,yes
342,Is there a traffic light in the image?,yes,COCO_val2014_000000054025,adversarial,yes
343,Is there a truck in the image?,no,COCO_val2014_000000054025,adversarial,no
344,Is there a person in the image?,yes,COCO_val2014_000000054025,adversarial,no
345,Is there a dining table in the image?,no,COCO_val2014_000000054025,adversarial,no
346,Is there a backpack in the image?,yes,COCO_val2014_000000054025,adversarial,no
347,Is there a skis in the image?,no,COCO_val2014_000000054025,adversarial,no
348,Is there a person in the image?,yes,COCO_val2014_000000084447,adversarial,yes
349,Is there a car in the image?,no,COCO_val2014_000000084447,adversarial,no
350,Is there a motorcycle in the image?,yes,COCO_val2014_000000084447,adversarial,yes
351,Is there a truck in the image?,no,COCO_val2014_000000084447,adversarial,no
352,Is there a bicycle in the image?,yes,COCO_val2014_000000084447,adversarial,no
353,Is there a bus in the image?,no,COCO_val2014_000000084447,adversarial,no
354,Is there a person in the image?,yes,COCO_val2014_000000192660,adversarial,no
355,Is there a car in the image?,no,COCO_val2014_000000192660,adversarial,no
356,Is there a dining table in the image?,yes,COCO_val2014_000000192660,adversarial,no
357,Is there a cup in the image?,no,COCO_val2014_000000192660,adversarial,yes
358,Is there a refrigerator in the image?,yes,COCO_val2014_000000192660,adversarial,yes
359,Is there a bottle in the image?,no,COCO_val2014_000000192660,adversarial,yes
360,Is there a sandwich in the image?,yes,COCO_val2014_000000575755,adversarial,yes
361,Is there a cup in the image?,no,COCO_val2014_000000575755,adversarial,yes
362,Is there a carrot in the image?,yes,COCO_val2014_000000575755,adversarial,yes
363,Is there a bowl in the image?,no,COCO_val2014_000000575755,adversarial,yes
364,Is there a broccoli in the image?,yes,COCO_val2014_000000575755,adversarial,yes
365,Is there a knife in the image?,no,COCO_val2014_000000575755,adversarial,yes
366,Is there a person in the image?,yes,COCO_val2014_000000354088,adversarial,yes
367,Is there a chair in the image?,no,COCO_val2014_000000354088,adversarial,no
368,Is there a car in the image?,yes,COCO_val2014_000000354088,adversarial,no
369,Is there a truck in the image?,no,COCO_val2014_000000354088,adversarial,yes
370,Is there a dining table in the image?,yes,COCO_val2014_000000354088,adversarial,no
371,Is there a cup in the image?,no,COCO_val2014_000000354088,adversarial,yes
372,Is there a person in the image?,yes,COCO_val2014_000000311327,adversarial,yes
373,Is there a car in the image?,no,COCO_val2014_000000311327,adversarial,no
374,Is there a boat in the image?,yes,COCO_val2014_000000311327,adversarial,yes
375,Is there a bird in the image?,no,COCO_val2014_000000311327,adversarial,yes
376,Is there a handbag in the image?,yes,COCO_val2014_000000311327,adversarial,no
377,Is there a backpack in the image?,no,COCO_val2014_000000311327,adversarial,no
378,Is there a person in the image?,yes,COCO_val2014_000000456552,adversarial,yes
379,Is there a car in the image?,no,COCO_val2014_000000456552,adversarial,no
380,Is there a bench in the image?,yes,COCO_val2014_000000456552,adversarial,yes
381,Is there a dining table in the image?,no,COCO_val2014_000000456552,adversarial,no
382,Is there a skateboard in the image?,yes,COCO_val2014_000000456552,adversarial,yes
383,Is there a bicycle in the image?,no,COCO_val2014_000000456552,adversarial,no
